id,text,duration
sample_00020053,معنتها حتى الحاجات لي نحكيهم على الsocial média,3.125
sample_00020054,هذايا كي نرجعوا نقراو و كل discplineنرجع معناها لل I hope و سهريات و صيف و الجو هكا الكل,6.885
sample_00020055,et donc ليوم je je préfère m'abstenir de citer des marques,5.106
sample_00020056,إلي قبل راهو عادي معناها مانيش نقص في قيمتو mais شيخ في حياتك حتى ماكش productive,6.016
sample_00020057,أنا القعدة هاذيكا منعملهاش تلقاني نمشي كان فما devoir,4.182
sample_00020058,c'est un engagement إلي نحسوه il fausse العلاقة و لا يهلكها donc si بالنسبة,5.779
sample_00020059,مبعد expérience maisملول كانت صعيبة علخر ال  donc,3.617
sample_00020060,فما ناس تتقص عليهم الconnexion il n'existe plus يعني قداش من مرة عباد نراهم تسب فيا تراني فالشارع يعطيك,6.219
sample_00020061,I'm so excitied to talk about this thing<\en> و قلت لا podcast<\en>مل pause<\fr> الأيمات اللخرة بلحق كنت باش ناخوا,6.663
sample_00020062,الحاجات الصعيبة فالدنيا and imagine going,4.337
sample_00020063,مانبقاش معنتها نتعب في مخي juste نفكر نشوف les formules نبدى نتفكر فيهم,6.245
sample_00020064,eco-friendly donc إنجموا نبداو بdes astuces كيفما هكايا و إلا مثلا أكال فما quelque,6.436
sample_00020065,إذا كان فما شكون عندو فكرة متع مشروع و توة قاعد يسمع فينا,4.298
sample_00020066,الإقتصادي لل لفكرة العرق على فكرة العرق هي أصلا إنتشرت مع إنتشار الرأسمالية خاطر إنتي لازمك تبرر,9.03
sample_00020067,intellectuel<\fr> معناها personne<\fr>,1.984
sample_00020068,تنجموا تقولولنا معناها نجموا نعملوا حاجة,3.356
sample_00020069,صحيح أيه juste بش نعقب عاللي قلتو إنتي رحاب,3.92
sample_00020070,قبل ما تخرج أي قطعة من محلاتهم,2.185
sample_00020071,عسلامة ميدوكس صباح النور محمد شنحوالك خويا لباس عليك الحمد لله çava صحتك لباس,4.062
sample_00020072,شنية أكثر حاجة تخليني تنجم تخليني نحس روحي أني عايش بالحق,3.046
sample_00020073,هوما عندهم bicyclette و هو لا إلى أخره,3.03
sample_00020074,هاذاكا الحاجة هاذيكا أنا كنت لازمني نعيشها على خاطر i was kinda dependent لعباد معينين في حياتي,8.306
sample_00020075,و غدوة يجي و نفس لحكاية I'm not motivated دنيا مثلا,5.395
sample_00020076,إلا أنو مفروض عليه يحضر السبعة يام و سبعة ليالي متع الفرح,3.884
sample_00020077,تقلهم ياعطيكم و أكهو تسيب هاذيكا نعمل هكا أنا مخي وقف فهمت الفازة,5.016
sample_00020078,تسعة العشرة كانكم كيفي معناها تطيحوا vers,4.461
sample_00020079,يا سيدي سلبتلي عقلي,1.115
sample_00020080,كلها تونسية bien sur فما des composants éléctronique جبناهم مالبرة mais main component معنتها أهم des composants,8.726
sample_00020081,قاتلي الطفلة باهي مشيت بعثتلها معنتها les coordonnées و كلشي شافتلي كلمتني,6.65
sample_00020082,in my romantic sizing الحاجات هاذوما و كل,4.34
sample_00020083,يعني فما أفلام و سيريات أنا في كان يا مكانش الحلقة توفى فالوطنية,5.294
sample_00020084,donc déjà نبداوا معناها,3.274
sample_00020085,ديما behind باللي معناها نخدم باللي باللي ياللي منجمش نعمل حاجات و ديما نكتب و نعمل todo list و عمري ما عمري ما نتذكر فالbac,10.626
sample_00020086,you want to change you're self كان,1.973
sample_00020087,و إلي قلتو إنتي الكل صحيح,1.354
sample_00020088,et aussi l'écosysteme financier في تونس pour aussi pour trouver les fonds,5.218
sample_00020089,ماعادش نحس بحتى شي donc maybe you need that,3.271
sample_00020090,ما نعرفش معنتها ينجموا يكونوا لعباد هاذوما يخمموا بطريقة,3.075
sample_00020091,خاطر عندها علاش تمشي للlycée خاطرك بش تقرا معناها حتى كان,4.155
sample_00020092,و كانت عندها فما فما كانت ستة سنين سبعة سنين تستنى,4.674
sample_00020093,بدات لومور تتبدل شويا نتذكر معنتها فما quelques publicités مالsecteur privé مثلا إلي يحطوا مثلا,9.53
sample_00020094,و قعدت نقرا معناها للconcours قعدت نحضر للconcours,3.547
sample_00020095,أما في أخر الجمعة quelque soit شنوا bon في أنا نهار خدمت لازم في أخر الجمعة نكون en parallèle مع لي قريتو فالclasse,8.745
sample_00020096,حاصيلو هاذا هو إنشاء الله تكون إنشاء الله بالرسمي نكونوا عاونا شكون,4.82
sample_00020097,tu gères الموضوع فما نساء إلي واعين إلي فما racisme برشا,5.184
sample_00020098,بعدت على bon موش بعدت mais نقصت on va dire فالbeauty وليت نحسك تحكي على مواضيع متع ينجموا يشوكيوا لعباد معناها تحكي على des sujets tabous ساعات تحاول باش empower women تحكي,12
sample_00020099,ironie<\fr>نحس إلي فيلم توقف على ال,2.446
sample_00020100,director<\en> متع it translate the vision<\en>,3.261
sample_00020101,ولد صفر إسمو محمد,1.915
sample_00020102,أما زادا ما كانوش يمشيو بالمثل لي يقول صاحب صنعتك عدوك,4.377
sample_00020103,yeah you have to take it chance like كي تجيك chance,3.378
sample_00020104,هاذايا بالذات متع social media متع le choix موجود علخر هاذاكا هو أما est ce que,5.173
sample_00020105,متاعو فما شكون من صحابنا الي قراو معاناpolytechniqueيعمل معاه في الmaster donc كنتوا مع بعضكم والكل,7.386
sample_00020106,بالحق i hope كانكم controle نشاء الله تسلكوها و تنڨزوها و تنجحوا بالحق تفرحوني و كان نجحتوا أبعثولي des messages,9.074
sample_00020107,معناها for me<\en>,1.696
sample_00020108,the discipline إلي يعطيهالك the gym is something else and gym rats,4.992
sample_00020109,العباد إلي بش تجيك كان إنتي تبدا عبد معبي و عبد عندو معناها hobbies و عبد حياتو حياتو معناها مليانة بحاجات مزيانة,9.097
sample_00020110,كي نشوفو les élements جدد نلقاوهم هوما إلي يدخلو فالbusiness model متع wan to trip des voyages de communauté des voyages à theme des small groupe تمشي لdes destinations لي ما همشي forcément معروفين برشا,12.167
sample_00020111,معنتها ok je comprends علخر الحاجات إلي قلتهم les points لكل surtout أنو mondialisation أنو تحب تفسر des idologies غالطين علخر ماهمش basées على حتشي juste,7.942
sample_00020112,من أهمهم الكتب لي خرجو فيها إلي هي we should all be feminist متع chimamanda ngozi adichie و إلي هي حكات برشا على more messagony more things إلي كي تبدا,12
sample_00020113,شكون كي تقلوا معناها into consideration حتى حد مايخذهم,3.795
sample_00020114,بالنسبة ليا تنجم تصير في أي بلاد و تصير في أي بلاد,3.327
sample_00020115,ما عندها حتى فايدة عليا ولا عليا surtout,4.655
sample_00020116,و كاينو ربي حب يكافيني على فعلي,2.406
sample_00020117,إلي فكرة العرق مازالت موجودة عنا و إلي العنصرية ماهيش مشكلة لون,3.64
sample_00020118,معادش تمشي للبانكة just يكون تاليفونه هو السطوش,3.846
sample_00020119,توا exemple متع cash flow عبد غني,3.086
sample_00020120,فالخروج من تونس بصفة عامة معنتها موش كونشي لينا أحنا,3.132
sample_00020121,مثلا أخر حادث في ولاية القيروان تقريبا في نوقمبر ألفين و تسعطاش,4.549
sample_00020122,و نجمو نغزيو بيهم الmarché africain معنتها c'est possible,3.6
sample_00020123,I use paulex donc,1.565
sample_00020124,donc قلت أنا في مخي الحق ماكنتش حاطا بش نعمل,5.182
sample_00020125,الحق تعدى جميع أحاسيس الفرحة,3.175
sample_00020126,التمييز العنصري يحكيوا على خطر إستطان المهاجرين فتونس هوني كنحكيوا على إستطان نرجعوا فالمخيال التونسي نحكيوا على,9.819
sample_00020127,و كيفاش خرجت أصلا,1.333
sample_00020128,un robot إلي خدمو زادا خدموه deux en faite innova robotiques و icompass,5.42
sample_00020129,bien sur avec plaisir doncأنا Yasmine ben miloud je suis la présidente de COS Tunisia je suis consultante en,8.345
sample_00020130,ما نعرفش قداش عماركم إنتوما فالbac تسعطاش ثمنطاش سنة نعرف إلي,4.69
sample_00020131,est supérieur,1.324
sample_00020132,و كل عام في أي حاجة à part لbac معناها هوما شيحطوك معناها تخرج مالbac,5.34
sample_00020133,كي نسإلهم مثلا النساء هاذوما نقوللهم est-ce que تحكي مع ولدك ولا بنتك تقلو راهو بش تتعرض للعنصرية تقلي لا ما نقلوش هكايا خاطر هو بش يتعقد فهمت,8.401
sample_00020134,رأيت الناس قد مالو إلى من عنده المال,3.335
sample_00020135,متع المرا السودان و حطوهم على وجه أبيض,3.401
sample_00020136,نعرف إلي أنا حاجة بش نحبها فهمت و أنا عبد يلزمني نحب الحاجة عاللخر بش إنجم نعملها إنجم نقوم كل صباح نعملها فهمت donc مشيت عملت cycle pre,12
sample_00020137,الفوس أنكم تمشيوا إلي vous consultez معناها un psy و كلماشي,6.106
sample_00020138,﻿work zoneتوا احنا مزلنا كي احتفلنا بخمسة سنين ل,2.778
sample_00020139,a break خذيت donc و لي قاعد يصير في حياتي  I couldn't manage podcast donc هكا درا كيفاش عرفت,9.537
sample_00020140,ويحبذا كان تكون كبيرة نجم نرا منها شنوا ثما ورا السور,3.357
sample_00020141,مع المرا إلي هي تخدم عندها femme de ménage,4.091
sample_00020142,قصر ما ينجم حد يتخيل الجمال متاعو,2.215
sample_00020143,ريناه معنتها صار أساسا وقتلي تونس,3.402
sample_00020144,تولي تقلل من معنتها مثلا كيف يجيك ولدك يقلك راني راو قالولي هكا فالمكتب ولا كل,7.025
sample_00020145,و ما عندي حتى دراية للpolytechnique غادي راني والله random كلشي هبطنا من taxi جماعي بقينا نتمشاوا,6.111
sample_00020146,و شعملت بالظبط شنوة إختصاصك إختصاصي نعس عالدجاج tout simplement هاذا في عمر صمنطاش سنة معناها كيفاش نقولو part time job معناها خدمة شطر وقت ولا كيفاش لظروف عايلية وقتها,12.748
sample_00020147,ما إنجمش نحط قوانين معناها كيف قانون العنصرية لي تحكيوا عليه و قانون العنف ضد المرأة و القوانين الكل,5.631
sample_00020148,مبعد بداو بالشوية بالشوية يكبروا الحاجات هاذوكا و لقيت إلي في تونس ما عناش,5.721
sample_00020149,كان surtout كان you don't see eye to eye على خاطر باش تصير مشاكل هكاكا,4.682
sample_00020150,و ساعات لحقيقة موش نص الليل نكمل ساعات نضربها لماضيساعتين كي نلقى روحي ما كملتش الgoals متاعي,5.625
sample_00020151,safe space for them to express themselves and بلحق it's so important إنك تحس عبد safe,8.958
sample_00020152,و كنت الحق ياسر تاعبة أنا déja خارجة من,3.755
sample_00020153,الحق مومي ماهيش التجربة لولا أنا يعني جربت مومي مع فريق أخر في شركة أخرى و ما نجحتش,7.471
sample_00020154,période شنوة مشاكلها و كيفاش تجاوزناهم,3.644
sample_00020155,like try to spice up لrelationship to go مرة,4.751
sample_00020156,تكون psychologiquement مريقل أي و بعديكا فالجمعة هاذيكا و لا ما نعرفش الجمعتين إلي نعديوا فيهم لحقيقى نسيت,6.805
sample_00020157,هي في في تونس فهمت المرا معناها بش تحكي على ال الneeds متاعها هي و بدنها و كل c'est tabo donc بش تحكيوا عليه الsujet هاذايا stay tuned,12
sample_00020158,كيفاش نفسرلكم إلي الإستغلال إلي استغلتهولي ما ما نجمش نوصفوا she,5.479
sample_00020159,donc و في أخر حاجة باش نقولها فhostels وفالles hôtels,4.514
sample_00020160,صارت خلات مثلا فما عباد qui ont été agressés توانسا,3.082
sample_00020161,الحق حكاية حكاية خطيرة هاذيا بالحق مغهمتش علاه ياخي le mentale راهو كيما الphysique,7.93
sample_00020162,normalement تلقاوه فالspotify,3.311
sample_00020163,نقوم الصباح و نخمم فالpodcast هاذايا فهمت so,3.459
sample_00020164,a new person إلي you're discovering كاينك عرفت تحل في هكا في cadeaux it feels like that like هكا الexcitement و ال,12
sample_00020165,okay تو نشوفوا أما sinon هاذيكا هي أنا حاجة مقلقتني فdisney إلي قبل loz مثلا ما عادش نشوف,5.972
sample_00020166,بالنسبة ليك إنتي تنجم توفق كانت الإمكانية أنك توفق ما بين الزوز مشروعك و قرايتك ممكنة و إلا لا oui c'est possible il suffit d'avoir la volonté et la motivation بش vraiment تعمل بينات الزوز أنا عامت الlicence معنتها وقتها مازلت كي لنصيت,15
sample_00020167,نسمع في في حس صغير يضحك,2.212
sample_00020168,أكرمني المولا بش نشوف,1.497
sample_00020169,like to break some cycles في حياتي donc i have to,4.144
sample_00020170,كهو donc لحقيقى أنا فالprépa تعذبت surtout الجمعة هاذيا الحق الباقي,7.095
sample_00020171,﻿recetteتعاملت مع الجانب النفسي كيفاش خرجت مالغصرة أذيكا الحقيقة معنديش ال,7.434
sample_00020172,وصل السلطان مراد شد الثنية للبلاد لي فيها الراجل لي يكسر فالديامنت,4.214
sample_00020173,surtout spotify تنجموا you rate the show تحطوا معناها les étoiles هاذوكما,6.905
sample_00020174,كيفاش نقلك ما تبعونيش من قبل و تبعوني توا توا و سمعوا كلام معنتها أنس كذا و كذا و كذا معنتها,7.17
sample_00020175,يعني donc it was very natural i like greek methology عاللخر زادا donc it was naturally أنا بش نحكي عليه it was just stuff that i liked that's all what i've wanted to write about,9.903
sample_00020176,ما عندهمش نفس الraisonnement و طريقة التفكير إلي هي حاجة عادية خاطر,4.809
sample_00020177,بجني أكالقهوة نترشف فيها راهي express قد أكايا و إنتي ماكش فاطر plus au moins لا بالنسبة ليا فطرت مانيش بش نزيد ناكل,6.735
sample_00020178,و ياخوفي لا نهار تڨعدي هجالة,1.89
sample_00020179,بعد لربعين,0.752
sample_00020180,بينجم يعملك أي حاجة بالmath أما الphysique معناها c'est une source de note للعباد إلي تخدم,5.002
sample_00020181,ما إستنفعتوا بحتى شي unfollow the podcast و أكاهو,3.325
sample_00020182,و أنا درا شنوا و all donc هاذاكا الخايب مع روحك surtout و مع العباد tu t'en fous بالحق حتى حد كان مع داركم خاطر maybe داركم تعبوا عليك و كل أما مع العباد لخرين بالحق,12
sample_00020183,بش نجمو نلنصيو beaucoup de startup beaucoup de projet غلى خاطر on a pu avoir un fond من عندهم,7.795
sample_00020184,patriarcat<\fr> قتلكم على  donc<\fr>,2.77
sample_00020185,want to be jealouse of this person أما نلقى روحي i'm consciously i am being jealouse of her i am,6.852
sample_00020186,كي عبد يسألني على حاجة نحاول إني نعاونو باللي إنجم quoi و i share معناها إلي نحسوا ولي نحسوا معناها rational,12
sample_00020187,éducatif خايب بالرغم إلي هو صحيح كلامي معناها تو نحكيوا على système éducatif système éducatif في تونس خايب برشا و يتعب لprof يتعب التلميذ و حتى حد منهم ما يخرج بنتيجة,12
sample_00020188,على خاطر فالpériode لولا like you're wanna impress this person باللي تنجم so ساعات حتى كي تتصرف ماكش تتصي إنتي و,12
sample_00020189,بكى المؤذن وقالو و نعم بالله,2.131
sample_00020190,شنيا triggers متاعي شنيا الحاجات that offend me i was,5.83
sample_00020191,العلامة و هذوكم الناس لي ما خذاوش un go معناها مخذاوش un accord و إلا لي ما خذاوش un refus واضح نعيطولهم بش يجيو يحضرو في ما نسميوه أحنا seance de pitching,12.822
sample_00020192,فلخر إنو مدير المدرسة ما يحبش يقري معنتها يقيد الصغير هاذاكا alors زادا إلي فالدستور التونسي,6.636
sample_00020193,en fait أحنا بش نقسموا الpodcast على trois parties,3.192
sample_00020194,و يمشيوا يسكنوا وحدهم so i'm gonna give you my personal experience,4.279
sample_00020195,نقارنوا أحنا لأكثر من ألفين سنة لمية سنا ماجات حتى شي الfeminism عطانا برشا حاجات صحيح أما,8.234
sample_00020196,ماني مشيتلهم و تعاودهم هاذوكم إلي قرابلك باش تبقى,3.098
sample_00020197,﻿الحاجات اللي مخليتنا في تونسparmi,1.836
sample_00020198,مع ال prepa هاذية en parallèl مع ال prepa بديتو première année الثانية متاعي و كيفاش نظمت وقتك,6.547
sample_00020199,المشكلة إلي you give so much of yourself,3.578
sample_00020200,محبتو كبيرة ياسر في قلبي,1.6
sample_00020201,donc أبعثولنا والله رانا نفرحوا عاللخر بميساجاتكم و بكومنتاراتكم و حتى كان عندكم نقد قولولنا راهو أحنا juste أكالنقد أكلي ما يفيد حتى شي هاذاكا لي نقولوا,10.644
sample_00020202,ما عادش تجيني و تدق بابي,1.474
sample_00020203,وصلت معناها نشوف عندي application كاللي تقلك قداش تعدي وقت نلقى روحي ساعات نخلط ثمنية سوايع نقرا معناها فالنهار و مانحسش بيهم جملا,9.673
sample_00020204,ما تنجمش في environment معين تتعلمهم,3.169
sample_00020205,معايا حتاكش النص الليل,3.313
sample_00020206,crisis معناها كيفاش يقلك crise existentielle جملا وحدة ضربة وحدة,5.314
sample_00020207,نحطلك أربعة سوايع خدمة على poste بركا خاطر فما article يتكتب لي هو نحط فيه ديما ساعة ساعة و نص مبعد تصير l'édition بش يتصلح نزيد عليهم نص ساعة يوصلوا بعد ساعتين و فما design و بعد,12
sample_00020208,الحاحجات هاذوكا الكل و الحليب donc هاذوكا قاعدة نقص منهم عاللخر donc نعوض par exemple,5.419
sample_00020209,ماعادش نغزر لحتى série قبل بنهارين معناها مالconcours قصيت les révisions الكل,6.319
sample_00020210,﻿اللي أنا منحبش نمشيلهاcircuitكبار ما نجمش نرجع للdes difficultées كان ما وفقنيش ربي ولقيت sinonيا نسلكها يا,9.275
sample_00020211,بالحق معنتها كان تمرض الناس داويلك ولدك,4.487
sample_00020212,إلي ريناها في الفترة لخرا و بدات هي الحملات على مواقع التواصل الإجتماعي من قبل معناها sutout tik tok تبارك الله ياسر ياسر fiable تحس تلقى,12
sample_00020213,﻿وفي نفس الوقت,1.215
sample_00020214,و قبل بنهار حتى les résumés ماعادش نقراهم عديتو نهار كامل نتفرج في فيديوات التنمية البشرية,6.637
sample_00020215,فيها des filtres les filtres يتبدلوا كل جمعة هكاكا و تنجم تحط فيها الماء متاعك,5.861
sample_00020216,بش نلوحوها و كل ما تكونش aussi مضرة للenvironment,3.835
sample_00020217,on travaille aussi sur identification des pollueur pour,5.883
sample_00020218,النافع رب,0.58
sample_00020219,إلي نجمت تعملو innovation city أنها ربحت beaucoup de confiance متع les partenaires locaux,7.162
sample_00020220,surtout on the treadmill على الtapis نحط غناء,3.639
sample_00020221,والجو داخل لقصر جو متع فرحة,2.008
sample_00020222,﻿نحاولوا نخليوا مستقبل باهي لأولادنا واللي بعدهم,3.157
sample_00020223,برشا على الmath و نعرف معناها إلي لmath ينجم يغدرك ينجم,3.919
sample_00020224,donc منك تنفع الeconomie متعها منك,4.342
sample_00020225,منهم منهم يجي واحد أكثر من واحد و ثلاثين بالمية من جنوب الصحراء donc العدد متعهم أقل ببرشا ملي يقولوا فيه,12
sample_00020226,إلي يخوللها باش تتعدى من stade jeune femme و إلا jeune fille,4.608
sample_00020227,و رحيتنا معاها في عجلة الروتيني و اليومي,2.384
sample_00020228,غالطة لفكرة هاذيا معنتها فما une immigration أولا جات من بلدان أخرين و فما سود,6.933
sample_00020229,﻿automatique,0.638
sample_00020230,و إلا حاجة puisque أنا حاجة مغرومة بيها donc pour éviter,3.017
sample_00020231,بش يظهر الأضعف حجاجيا quoi so no drop it ماهيش باهية it's toxic it's not healthy juste هكاكة تحبوا you wanna show off و أكاهو,11.587
sample_00020232,إستضعاف للمرأة tout court معناها quelque soit,3.737
sample_00020233,fiو إلا differin إستعملت moisturizer as step two donc,6.071
sample_00020234,بالنسبة ليا أنا of course يعني يعني أحنا راهو شوف ڨداش عايشين أحنا فالpatriarchy ولا المجتمع الذكوري أكث من ألفين سنة,9.326
sample_00020235,نحكي على الrecherche et development كيفاش تنجم تخدم حاجة لي ماهياش موجودة قبل و إلي إنت ما عندك عليها ختى خبرة par exemple,10.578
sample_00020236,كيما عبد جديد و كل you're building this connection between you both and I think إلي هاذيا هي الhuman nature عرفت,12
sample_00020237,قريت un commentaire فما شكون يقول إلي أنا نحكي برشا بالanglais,5.533
sample_00020238,باش تمشي تستعمر العالم باش تردو عالم حضاري,5.185
sample_00020239,إلي يمتعني أيامات,1.735
sample_00020240,بعد إذا كان مافماش foyer بالنسبة ليا لازم,3.263
sample_00020241,عسلامة ياسمين عسلامة مريمmerçi pour l'invitationعسلامة أنا فرحانة برشا اللي إنت معانا اليوم,5.668
sample_00020242,و الدار هكا فارغة شويا donc قلت خليني نسجل episode,4.675
sample_00020243,معناها فما des obstacles فما des problèmes certainment بش يجي بش تجي une période,5.465
sample_00020244,كان يستدعيهم لمجالسو,1.438
sample_00020245,بش تكون في relationship فهمت مش مثلا you're trying to forget about your ex بعبد أخر please do not do this you're hur,10.101
sample_00020246,تطحت بل النكتة شوايا بل كل crémeو هذايا معناها كيفما ال,4.507
sample_00020247,يضهرلي نفسو و الله يضهرلي نفسو مانيش sûr جبدت كنش و الله نتفكرها كيما تو,6.652
sample_00020248,are we accept like لversion متاعك القديمة معناها,3.684
sample_00020249,بعد ثلاث أيام مالضيافة,1.737
sample_00020250,على خاطر between sets يجيوك des idées متع بش تبدل الدنيا بش تلقا,5.03
sample_00020251,you try to catch up على برشا حاجات و أنا هاني قلتلكم bac math donc,5.356
sample_00020252,et porte plante خاطر هوما بيدهم خايفين لا تجيهم وضعيتهم الغير فانونية في تونس أنو هوما بيدهم يتوقفوا هاذا صار,8.459
sample_00020253,كان juste projet باش نرمي فيه كيما يقولوا عروقي فهمت توري les différrent styles معناها إلي,5.951
sample_00020254,ما نعرفش أنا أنا bac math so كان you need something,3.603
sample_00020255,قلت est ce que معناها there is something wrong with me est ce que أنا i'm the problem,6.219
sample_00020256,هاو déja هبطط episode نحكي فيها كيفاش مشيت للجبل و سكرت على روحي معناها ما نعرفش قداش و أنا i was addicted to my my social media phone especially,10.027
sample_00020257,donc فما برشا changement فما rythme بش يطلع certainement متع قراية donc إلي نحاول نقولهولكم ما تقتلوش رواحكم no,9.149
sample_00020258,be responsible of your life نعرف مازلتوا صغار معناها ثلطاش سنة إنكم بش تختاروا تحكموا في حياتكم و درا شنوا أما,8.514
sample_00020259,يفدوا مالroutine توا on vit dans une époque فين,4.373
sample_00020260,ياخي فالمهدية ما عناش internet donc كلموني,3.922
sample_00020261,تخرجوا بش تعملوا جو بش تتفرهدو بلحق go for it,3.718
sample_00020262,و أكيد برشا منكم يعرفو الموضوع هاذا,1.965
sample_00020263,كهو كل واحد il gère comme il نوع من الحماية معناها نوع مال أيه,4.538
sample_00020264,sauf que أحنا هوني نبداوا و كأنا نتناساوا إلي أحنا,4.189
sample_00020265,doncلحقيقة اليوم في donc éducation environnementaleالحاجة اللازمة و المهمة,5.215
sample_00020266,like have a roommate خاطر أنا عندي بيت زايدة كنت نجم نجيب معايا a roommate,4.367
sample_00020267,قصد الجنان لي فيه لأميرة,1.785
sample_00020268,التنظيم السياسي إستعماري و لكن موش معنتها راهو الracisme تخلق كان مع الإستعمار فهمت هاذايا الفرق الكبير لي لازمنا أي موجود من الإستعمار راهو ما نحكيوش,12
sample_00020269,نعملوا الحاجات هاذوما كيف كيف فالماكلة,4.186
sample_00020270,جبتليش حكاية المؤذن,1.112
sample_00020271,و عرفوهم بسيدي الدغاجي,1.46
sample_00020272,يعطيك الصحة رانيا كيما حكيت إنتي الموجة الثالثة بدات فالتسعينات و إلي هي النسوية التقاطعية و إلي تشمل النساء إلي يتعرضوا لأكثر نوع من أنواع التمييز بالإضافة للتمييز الجنسي,12
sample_00020273,l'environnement إلي تخليه للحاجة هاذيكا باش ياكتيفيلك الmode متع القراية مثلا,4.162
sample_00020274,و نشاءالله لكلنا فيها,1.083
sample_00020275,و زادا quelque green hostels puisque مازالت بالشوية بالشوية الثقافة هاذيا و فما hostel مشينالوا إسموا lotus garden,8.303
sample_00020276,حاجة beneficial you know you gonna take care if you're,3.162
sample_00020277,تنهد سليمان و كمل حديثو و قالو يا سيدي,3.432
sample_00020278,نتعداو على cinque jours de bootcamp ensuite beaucoup de formations un programme de mentorat et cetera,6.15
sample_00020279,تقولش عليهم خوهم مش تاجر يشري و يبيع معاهم,2.691
sample_00020280,تقلك لا أنا مانيش féministe ما تحطنيش فالقالب هاذاكا و لا عنا كلشي أحنا علاش تحب تكون نحسهم ساعات يلوجوا على الرضاء متع المجتمع الذكوري هاذاكا خاطر أنا هاني مانيش féministe,12
sample_00020281,recording systemوقت الي نهايلايتيه بالاخضر هكايا كمل اكا,4.331
sample_00020282,و أني نلقى الحل للمشكلة هاذيا i can't like coming نكذب عليكم نقوللكم تنجموا تتغلبوا عليه أعطيوا ثيقة في رواحكم i can't,9.708
sample_00020283,so أنا i was in a phase متع نفهم روحي شنيا معناها,4.089
sample_00020284,تخليهم معناها finalement الناس هاذوما n'ont pas accès à la santé,4.01
sample_00020285,it was a step كي كملت الstep هاذيكا i tried to make a routine,4.659
sample_00020286,يعني فتونس يعرفوا وينهم les serveurs و يعرفوا كلشي,3.496
sample_00020287,كان جيت تحسبني كيما أمك,1.648
sample_00020288,يعملوا youth for climate change بش ندخلوا التربية المناخية إلي هي حاجة مهمة عاللخر,5.333
sample_00020289,some feel empty كيما قلتلكم بكري,3.215
sample_00020290,و بعد ما نتأكدو وقتها نبداو فالdéveloppement متع الsolution très bien donc كان فهمت مليح و توة بش نحاول ناخذ الفكرة العامة لي خذيتها من من عندك,9.541
sample_00020291,tâche عندكم deadline تحاولوا مع بعضكم تهزوا بعضكم بلحق لخدمة فالgroupe فالclub و الclub kindly life changing بلحق خاطر بدل,12
sample_00020292,يكون issu من حاجة أخرى معناها باسر ياسر ضعيف أحنا l'économie متاعنا ماهيش circulaire ليوم elle est linéaire donc معناها برشا حاجات عندهم,12
sample_00020293,أما genre ما نعرفهاش عرفت أكاللي مشيتلها كان بش نقرا فيها donc,4.309
sample_00020294,صغري الكل تعدي بين سيدي منصور و باب جدبد و سوق باب الفلة والمركاض و تربة البي و الصباغين و باب منارة والڨرجاني و سوق العصر,8.293
sample_00020295,unpopular opinion ولا they don't talk about it like enough أما people are nice,5.178
sample_00020296,the time إلي i took over i took control over my,5.555
sample_00020297,نسبة البيوضة بيوضة إلي عنا معناها عباد ماهمش سمر,4.062
sample_00020298,so now مادام ما فماش des psychologues فالlycée نحب,3.258
sample_00020299,و ربي يصبرك sinon بعديكا,3.444
sample_00020300,à table و إلا في plastique تنجم حتى une brosse à cheveux ولا une brosse متع متع maquillage و إلا إلي هي معناها ديما quand tu as,12
sample_00020301,happen تنجموا تعملوا برشا أغلاط,3.775
sample_00020302,حاجة ياسر معناها غالطة مانعرفش شكون يقلك معناها في période de révision كنت نقرا في دروس ماكنتش معناها قاريتهم فهمت,8.717
sample_00020303,صباح بكري معناها تمشي ما تلقاش بلاصة أكاهو donc نريفزوا فالقهاوي لحقيقة,5.719
sample_00020304,لا خدمة لا ڨدمة,1.079
sample_00020305,before getting in any relationship before ولا بعد الbreak-up معناها فهمت,7.991
sample_00020306,بنيتي عمرك طويل و راجلك ڨصير,2.106
sample_00020307,يتقال الكلام هذا *litérature<\fr>في ال,2.219
sample_00020308,شرايك فاللي كلمتك فيه,1.412
sample_00020309,خاصة كي تكون هي مرا سوداء,3.157
sample_00020310,موش كيف مرا في منطقة ريفية ما عندهاش حتى معناها فلوس للtransport بش تمشي تشكي و أصلا ما عناش التوعية,7.132
sample_00020311,قاعدة نتبع و أكهو  juste<\fr> I don't care anymore like<\en>,3.055
sample_00020312,جاني في عطلة ديسمبر إلي حكيتلك عليها قالي غازي كيفاه أي نمشيوش لتونس,3.875
sample_00020313,ضربتنا نسمة بارد,1.554
sample_00020314,معنتها فما بقعة من العالم باش تنتفع من رأس المال,3.923
sample_00020315,راكش في الدار فما devoir ندخل نعدي فما cours منحضرش,5.501
sample_00020316,و أنا ننصحكم باش تمشيوا تبعوا zero waste tunisia,3.99
sample_00020317,و stop romanticizing toxicity متع الbac و ال,4.019
sample_00020318,أي merci مريومة عالinvitation بلحق فرحت علخر و حكينا على موضوع intéressant علخر,7.727
sample_00020319,أنا نمشي معناها نخدم على الphysique و ناخو فيه معناها moyenne معناها note طيارة عاللخر و إلي هي coefficient quatre بالنسبة لينا أحنا,8.76
sample_00020320,les jeunes الجدد حسوه رئيس قريب,3.4
sample_00020321,it's so good for you're to stay fresh to stay و إذكروني بل خير معناها a cold shower,5.81
